time,pelvis_tilt,pelvis_tilt_vel,pelvis_list,pelvis_list_vel,pelvis_rotation,pelvis_rotation_vel,pelvis_tx,pelvis_tx_vel,pelvis_ty,pelvis_ty_vel,pelvis_tz,pelvis_tz_vel,hip_flexion_r,hip_flexion_r_vel,hip_adduction_r,hip_adduction_r_vel,hip_rotation_r,hip_rotation_r_vel,knee_angle_r,knee_angle_r_vel,ankle_angle_r,ankle_angle_r_vel,hip_flexion_l,hip_flexion_l_vel,hip_adduction_l,hip_adduction_l_vel,hip_rotation_l,hip_rotation_l_vel,knee_angle_l,knee_angle_l_vel,ankle_angle_l,ankle_angle_l_vel,lumbar_extension,lumbar_extension_vel
6.267,-0.072,-0.039,-0.067,0.009,0.034,0.020,2.903,0.056,1.433,-0.003,0.038,0.010,0.053,-0.018,0.086,0.005,0.000,0.000,-0.166,-0.014,0.268,0.000,0.094,-0.028,0.003,-0.007,0.000,0.000,-0.294,-0.013,0.375,-0.003,-0.087,0.000
6.275,-0.072,0.433,-0.067,-0.020,0.034,0.271,2.904,0.186,1.433,0.027,0.038,-0.005,0.053,-1.006,0.087,0.066,0.000,0.000,-0.166,0.583,0.268,0.096,0.094,-0.856,0.003,-0.069,0.000,0.000,-0.294,0.383,0.375,0.015,-0.087,0.000
6.283,-0.069,-0.023,-0.067,0.003,0.036,0.006,2.905,0.039,1.433,-0.003,0.038,0.004,0.045,-0.015,0.087,0.005,0.000,0.000,-0.162,-0.009,0.268,-0.002,0.087,0.002,0.002,-0.002,0.000,0.000,-0.291,0.003,0.375,0.001,-0.087,0.000
6.292,-0.069,-0.018,-0.067,0.003,0.036,0.015,2.906,0.030,1.433,-0.005,0.038,0.007,0.045,-0.005,0.087,0.004,0.000,0.000,-0.162,-0.010,0.268,-0.003,0.087,-0.004,0.002,-0.003,0.000,0.000,-0.291,0.000,0.375,0.002,-0.087,0.000
6.300,-0.069,-0.002,-0.067,-0.057,0.036,0.177,2.906,0.070,1.433,0.001,0.038,0.013,0.045,-0.053,0.087,0.094,0.000,0.000,-0.162,-0.074,0.268,-0.016,0.087,-0.059,0.002,-0.096,0.000,0.000,-0.291,0.000,0.375,0.042,-0.087,0.000
6.308,-0.069,-0.029,-0.068,0.005,0.038,0.002,2.907,0.043,1.433,-0.010,0.038,0.010,0.045,-0.008,0.088,0.007,0.000,0.000,-0.162,-0.004,0.268,0.001,0.086,-0.013,0.001,-0.006,0.000,0.000,-0.291,-0.010,0.376,0.002,-0.087,0.000
6.317,-0.069,0.165,-0.068,-0.146,0.038,0.280,2.907,0.119,1.433,0.001,0.038,0.019,0.045,-0.612,0.088,0.220,0.000,0.000,-0.162,0.584,0.268,0.012,0.086,-0.112,0.001,-0.220,0.000,0.000,-0.291,-0.391,0.376,0.271,-0.087,0.000
6.325,-0.068,-0.045,-0.069,0.008,0.040,0.011,2.908,0.061,1.433,-0.004,0.038,0.011,0.040,-0.030,0.090,0.012,0.000,0.000,-0.158,-0.011,0.268,-0.003,0.085,-0.014,-0.001,0.000,0.000,0.000,-0.294,-0.011,0.378,0.001,-0.087,0.000
6.333,-0.068,0.198,-0.069,-0.083,0.040,0.321,2.908,0.106,1.433,-0.001,0.038,0.006,0.039,-0.734,0.090,0.147,0.000,0.000,-0.158,0.785,0.268,-0.074,0.085,-0.230,-0.001,-0.141,0.000,0.000,-0.294,-0.085,0.378,0.471,-0.087,0.000
6.342,-0.067,-0.033,-0.070,0.003,0.043,-0.003,2.909,0.046,1.433,-0.003,0.038,0.004,0.034,-0.014,0.091,-0.001,0.000,0.000,-0.151,-0.004,0.268,-0.002,0.083,-0.011,-0.002,-0.005,0.000,0.000,-0.295,-0.007,0.382,-0.001,-0.087,0.000
6.350,-0.067,-0.036,-0.070,0.000,0.043,-0.017,2.910,0.041,1.433,-0.001,0.038,0.000,0.033,-0.023,0.091,0.000,0.000,0.000,-0.151,0.000,0.268,-0.003,0.083,-0.013,-0.002,-0.002,0.000,0.000,-0.295,-0.011,0.381,-0.004,-0.087,0.000
6.358,-0.067,0.214,-0.070,0.006,0.042,-0.060,2.910,0.123,1.433,0.025,0.038,0.004,0.033,-0.898,0.091,0.012,0.000,0.000,-0.151,1.102,0.268,-0.515,0.083,-0.661,-0.002,-0.011,0.000,0.000,-0.295,0.593,0.381,-0.164,-0.087,0.000
6.367,-0.066,-0.047,-0.070,0.004,0.042,-0.004,2.911,0.047,1.433,-0.006,0.038,0.005,0.026,-0.011,0.091,0.001,0.000,0.000,-0.143,0.002,0.264,0.001,0.078,-0.006,-0.002,-0.006,0.000,0.000,-0.290,0.003,0.380,0.002,-0.087,0.000
6.375,-0.066,-0.048,-0.070,0.007,0.042,0.010,2.911,0.045,1.433,-0.008,0.038,0.007,0.026,-0.013,0.091,0.007,0.000,0.000,-0.143,-0.001,0.264,0.001,0.078,-0.020,-0.002,-0.009,0.000,0.000,-0.290,-0.008,0.380,0.000,-0.087,0.000
6.383,-0.066,0.131,-0.069,-0.108,0.042,0.128,2.912,0.051,1.433,0.011,0.038,0.000,0.026,-0.238,0.091,0.148,0.000,0.000,-0.143,-0.009,0.264,0.001,0.078,-0.149,-0.002,-0.149,0.000,0.000,-0.290,-0.090,0.380,-0.036,-0.087,0.000
6.392,-0.065,-0.018,-0.070,0.005,0.043,0.007,2.912,0.032,1.433,0.001,0.038,0.004,0.024,0.002,0.092,0.003,0.000,0.000,-0.143,0.010,0.264,0.001,0.077,-0.009,-0.003,0.004,0.000,0.000,-0.291,-0.002,0.380,0.002,-0.087,0.000
6.400,-0.065,-0.032,-0.070,0.016,0.043,0.017,2.912,0.044,1.433,0.000,0.038,0.009,0.024,-0.014,0.092,0.007,0.000,0.000,-0.143,-0.006,0.264,-0.001,0.076,-0.004,-0.003,-0.002,0.000,0.000,-0.291,-0.003,0.380,0.001,-0.087,0.000
6.408,-0.066,-0.038,-0.070,0.010,0.043,0.024,2.913,0.051,1.433,0.001,0.038,0.004,0.024,-0.007,0.092,0.009,0.000,0.000,-0.143,-0.016,0.264,-0.002,0.076,-0.023,-0.003,0.001,0.000,0.000,-0.291,-0.023,0.380,-0.004,-0.087,0.000
6.417,-0.066,-0.081,-0.070,-0.034,0.043,0.045,2.913,-0.003,1.433,-0.017,0.038,0.007,0.024,0.481,0.092,0.051,0.000,0.000,-0.143,-0.840,0.264,0.251,0.076,0.387,-0.003,-0.038,0.000,0.000,-0.291,-0.632,0.380,-0.015,-0.087,0.000
6.425,-0.067,-0.015,-0.070,0.002,0.044,0.008,2.913,0.034,1.433,-0.006,0.039,0.002,0.028,-0.011,0.093,0.003,0.000,0.000,-0.150,-0.013,0.266,-0.001,0.079,-0.006,-0.003,-0.003,0.000,0.000,-0.296,0.002,0.380,0.003,-0.087,0.000
6.433,-0.067,0.136,-0.070,-0.074,0.044,0.073,2.913,0.059,1.433,0.005,0.039,0.016,0.028,-0.140,0.093,0.119,0.000,0.000,-0.150,-0.162,0.266,0.087,0.079,-0.279,-0.003,-0.125,0.000,0.000,-0.296,0.188,0.380,0.207,-0.087,0.000
6.442,-0.066,-0.021,-0.071,-0.001,0.044,0.006,2.914,0.029,1.433,-0.003,0.039,0.001,0.026,-0.007,0.094,-0.001,0.000,0.000,-0.151,0.000,0.266,0.002,0.077,-0.006,-0.004,0.000,0.000,0.000,-0.295,-0.001,0.381,0.002,-0.087,0.000
6.450,-0.066,-0.037,-0.071,0.001,0.044,0.020,2.914,0.039,1.433,-0.011,0.039,0.001,0.026,-0.013,0.094,0.004,0.000,0.000,-0.151,-0.004,0.266,0.002,0.077,-0.019,-0.004,-0.003,0.000,0.000,-0.295,-0.007,0.381,0.002,-0.087,0.000
6.458,-0.066,0.056,-0.071,-0.040,0.045,0.208,2.914,0.056,1.433,-0.007,0.039,-0.004,0.026,-0.121,0.094,0.061,0.000,0.000,-0.151,-0.045,0.266,0.081,0.077,-0.087,-0.004,-0.055,0.000,0.000,-0.295,-0.065,0.381,0.003,-0.087,0.000
6.467,-0.066,-0.022,-0.071,-0.001,0.046,0.008,2.915,0.033,1.433,-0.001,0.039,0.004,0.025,-0.003,0.094,0.006,0.000,0.000,-0.151,0.000,0.267,0.005,0.076,-0.015,-0.005,0.001,0.000,0.000,-0.295,-0.011,0.381,-0.001,-0.087,0.000
6.475,-0.066,0.015,-0.071,-0.042,0.046,0.214,2.915,0.044,1.433,-0.004,0.039,0.013,0.025,-0.102,0.094,0.087,0.000,0.000,-0.151,0.027,0.267,0.071,0.076,-0.016,-0.005,-0.092,0.000,0.000,-0.295,0.006,0.381,0.026,-0.087,0.000
6.483,-0.066,-0.002,-0.072,0.000,0.048,0.000,2.915,0.014,1.433,-0.004,0.039,0.005,0.024,-0.011,0.095,0.005,0.000,0.000,-0.151,-0.001,0.268,0.002,0.076,0.009,-0.006,-0.005,0.000,0.000,-0.295,0.004,0.382,0.004,-0.087,0.000
6.492,-0.066,0.105,-0.072,-0.159,0.048,0.148,2.915,0.069,1.433,-0.009,0.039,0.025,0.024,-0.301,0.095,0.234,0.000,0.000,-0.151,0.210,0.268,0.167,0.076,-0.087,-0.006,-0.232,0.000,0.000,-0.295,-0.149,0.382,0.256,-0.087,0.000
6.500,-0.065,-0.016,-0.073,0.000,0.049,-0.007,2.916,0.012,1.433,-0.006,0.039,0.001,0.022,-0.007,0.097,0.006,0.000,0.000,-0.149,0.002,0.269,0.001,0.075,-0.003,-0.008,0.008,0.000,0.000,-0.296,-0.016,0.384,0.001,-0.087,0.000
6.508,-0.065,-0.025,-0.073,-0.001,0.049,-0.010,2.916,0.021,1.433,-0.005,0.039,0.001,0.022,-0.007,0.097,0.003,0.000,0.000,-0.149,0.003,0.269,0.002,0.075,-0.004,-0.007,-0.002,0.000,0.000,-0.297,-0.024,0.384,0.002,-0.087,0.000
6.517,-0.065,-0.033,-0.073,-0.006,0.049,0.001,2.916,0.035,1.433,-0.006,0.039,0.006,0.022,-0.011,0.097,0.014,0.000,0.000,-0.149,0.007,0.269,0.002,0.075,0.004,-0.007,-0.006,0.000,0.000,-0.297,-0.014,0.384,0.005,-0.087,0.000
6.525,-0.065,-0.131,-0.073,-0.218,0.049,0.237,2.917,-0.011,1.433,-0.027,0.039,0.026,0.022,-0.026,0.097,0.290,0.000,0.000,-0.149,0.421,0.269,-0.080,0.075,0.581,-0.008,-0.288,0.000,0.000,-0.297,-0.781,0.384,0.358,-0.087,0.000
6.533,-0.066,-0.018,-0.075,0.009,0.051,-0.004,2.916,0.024,1.432,-0.008,0.039,0.013,0.022,-0.010,0.100,0.005,0.000,0.000,-0.146,-0.006,0.268,0.000,0.080,0.004,-0.010,-0.005,0.000,0.000,-0.303,-0.001,0.387,0.001,-0.087,0.000
6.542,-0.067,-0.017,-0.075,0.010,0.051,-0.003,2.917,0.022,1.432,-0.010,0.039,0.014,0.022,-0.014,0.100,0.008,0.000,0.000,-0.146,-0.009,0.268,0.001,0.080,0.001,-0.010,-0.005,0.000,0.000,-0.303,-0.001,0.387,0.003,-0.087,0.000
6.550,-0.067,-0.014,-0.075,0.002,0.051,-0.009,2.917,0.019,1.432,-0.005,0.040,0.007,0.021,-0.005,0.100,0.008,0.000,0.000,-0.146,-0.006,0.268,0.004,0.080,-0.007,-0.010,-0.009,0.000,0.000,-0.303,-0.001,0.387,0.007,-0.087,0.000
6.558,-0.067,-0.020,-0.074,-0.010,0.051,-0.028,2.917,0.021,1.432,-0.003,0.040,0.014,0.021,0.008,0.100,0.023,0.000,0.000,-0.146,-0.010,0.268,0.011,0.080,-0.014,-0.010,-0.025,0.000,0.000,-0.303,0.011,0.387,0.020,-0.087,0.000
6.567,-0.067,-0.044,-0.075,-0.084,0.051,-0.145,2.917,0.012,1.432,-0.004,0.040,0.039,0.021,0.192,0.100,0.135,0.000,0.000,-0.146,-0.309,0.269,0.125,0.080,-0.068,-0.010,-0.138,0.000,0.000,-0.303,0.123,0.387,0.274,-0.087,0.000
6.575,-0.067,-0.040,-0.075,-0.002,0.049,0.009,2.917,0.045,1.432,-0.001,0.040,0.004,0.023,0.000,0.101,0.005,0.000,0.000,-0.149,-0.007,0.270,0.002,0.079,-0.024,-0.011,0.002,0.000,0.000,-0.302,-0.011,0.389,0.000,-0.087,0.000
6.583,-0.068,0.114,-0.075,-0.001,0.050,-0.033,2.918,0.070,1.432,0.010,0.040,0.005,0.023,0.079,0.101,0.012,0.000,0.000,-0.149,-0.585,0.270,0.321,0.079,-0.375,-0.011,-0.014,0.000,0.000,-0.302,0.339,0.389,0.156,-0.087,0.000
6.592,-0.067,0.005,-0.075,-0.002,0.049,0.001,2.918,0.007,1.432,-0.002,0.040,0.003,0.024,0.001,0.101,-0.001,0.000,0.000,-0.153,-0.001,0.272,0.000,0.076,0.002,-0.011,0.000,0.000,0.000,-0.299,0.001,0.390,0.000,-0.087,0.000
6.600,-0.067,0.087,-0.075,-0.111,0.049,0.022,2.918,0.025,1.432,0.004,0.040,0.027,0.024,-0.041,0.101,0.169,0.000,0.000,-0.153,-0.190,0.272,0.064,0.076,-0.061,-0.011,-0.160,0.000,0.000,-0.299,-0.136,0.390,-0.001,-0.087,0.000
6.608,-0.066,-0.009,-0.076,-0.011,0.049,-0.001,2.918,0.012,1.432,-0.005,0.040,0.004,0.023,0.000,0.102,0.018,0.000,0.000,-0.155,-0.009,0.273,0.004,0.076,-0.016,-0.013,-0.003,0.000,0.000,-0.301,-0.019,0.390,-0.004,-0.087,0.000
6.617,-0.066,0.061,-0.076,-0.138,0.049,-0.028,2.919,0.009,1.432,-0.006,0.040,0.034,0.023,-0.014,0.103,0.196,0.000,0.000,-0.155,-0.137,0.273,0.036,0.075,-0.011,-0.013,-0.200,0.000,0.000,-0.301,-0.117,0.390,-0.016,-0.087,0.000
6.625,-0.066,-0.008,-0.077,-0.008,0.049,-0.009,2.919,0.013,1.432,-0.004,0.041,0.004,0.023,-0.017,0.104,0.010,0.000,0.000,-0.156,-0.015,0.273,0.001,0.075,0.023,-0.014,0.001,0.000,0.000,-0.302,0.007,0.390,0.003,-0.087,0.000
6.633,-0.066,-0.232,-0.077,-0.145,0.049,-0.111,2.919,-0.060,1.432,-0.027,0.041,0.040,0.023,0.727,0.104,0.186,0.000,0.000,-0.156,-0.816,0.273,0.247,0.076,0.582,-0.014,-0.181,0.000,0.000,-0.302,-0.557,0.390,0.437,-0.087,0.000
6.642,-0.068,0.001,-0.079,-0.001,0.048,-0.001,2.918,0.003,1.432,-0.001,0.041,0.008,0.029,0.003,0.106,-0.002,0.000,0.000,-0.163,0.002,0.275,0.000,0.080,-0.002,-0.016,-0.001,0.000,0.000,-0.306,-0.002,0.394,0.000,-0.087,0.000
6.650,-0.068,-0.036,-0.079,-0.026,0.048,-0.181,2.918,-0.010,1.432,-0.006,0.041,0.031,0.029,0.026,0.106,0.047,0.000,0.000,-0.163,0.099,0.275,0.035,0.080,0.057,-0.016,-0.055,0.000,0.000,-0.306,-0.120,0.394,-0.008,-0.087,0.000
6.658,-0.068,-0.014,-0.079,-0.006,0.047,-0.004,2.918,0.016,1.432,-0.007,0.041,-0.001,0.029,-0.009,0.106,0.004,0.000,0.000,-0.162,-0.003,0.275,0.001,0.081,-0.004,-0.016,-0.003,0.000,0.000,-0.307,-0.011,0.394,0.001,-0.087,0.000
6.667,-0.068,0.013,-0.079,-0.048,0.047,-0.133,2.918,0.003,1.432,-0.002,0.041,0.024,0.029,-0.020,0.106,0.066,0.000,0.000,-0.162,0.040,0.275,0.019,0.081,0.009,-0.016,-0.075,0.000,0.000,-0.307,-0.060,0.394,0.025,-0.087,0.000
6.675,-0.068,-0.013,-0.079,-0.013,0.046,-0.006,2.918,0.020,1.432,-0.006,0.041,-0.004,0.029,-0.014,0.107,0.003,0.000,0.000,-0.162,0.000,0.275,0.002,0.081,-0.003,-0.017,-0.003,0.000,0.000,-0.308,-0.006,0.394,0.003,-0.087,0.000
6.683,-0.068,0.106,-0.079,-0.157,0.046,0.124,2.918,0.040,1.432,-0.003,0.041,0.023,0.029,-0.418,0.107,0.223,0.000,0.000,-0.162,0.536,0.275,-0.087,0.081,0.059,-0.017,-0.217,0.000,0.000,-0.308,-0.425,0.394,0.312,-0.087,0.000
6.692,-0.067,-0.008,-0.081,-0.021,0.047,-0.062,2.919,0.006,1.432,0.001,0.042,0.014,0.025,-0.001,0.108,0.033,0.000,0.000,-0.157,-0.004,0.275,-0.013,0.081,0.002,-0.019,-0.027,0.000,0.000,-0.311,-0.010,0.396,-0.003,-0.087,0.000
6.700,-0.067,-0.042,-0.081,-0.046,0.046,-0.205,2.919,-0.004,1.432,-0.003,0.042,0.029,0.025,0.063,0.109,0.082,0.000,0.000,-0.157,-0.035,0.275,-0.056,0.081,0.025,-0.019,-0.061,0.000,0.000,-0.311,-0.002,0.396,-0.004,-0.087,0.000
6.708,-0.068,-0.097,-0.081,-0.037,0.045,-0.206,2.919,-0.011,1.432,-0.007,0.042,0.020,0.026,0.285,0.109,0.045,0.000,0.000,-0.158,-0.325,0.274,-0.135,0.081,0.138,-0.019,-0.045,0.000,0.000,-0.311,-0.091,0.396,0.035,-0.087,0.000
6.717,-0.068,-0.048,-0.081,-0.017,0.043,-0.126,2.919,0.004,1.432,-0.004,0.042,0.016,0.028,0.031,0.110,0.033,0.000,0.000,-0.160,0.038,0.273,0.035,0.082,0.029,-0.020,-0.022,0.000,0.000,-0.312,-0.068,0.397,-0.010,-0.087,0.000
6.725,-0.069,-0.050,-0.082,0.003,0.042,-0.006,2.919,0.031,1.432,-0.007,0.042,0.005,0.028,-0.020,0.110,0.007,0.000,0.000,-0.160,-0.011,0.273,-0.001,0.083,-0.007,-0.020,0.001,0.000,0.000,-0.312,-0.008,0.397,0.000,-0.087,0.000
6.733,-0.069,-0.088,-0.082,-0.008,0.042,-0.235,2.919,-0.009,1.432,-0.009,0.042,0.023,0.028,0.071,0.110,0.004,0.000,0.000,-0.160,0.140,0.273,0.012,0.083,0.100,-0.020,-0.005,0.000,0.000,-0.312,-0.037,0.397,0.013,-0.087,0.000
6.742,-0.070,-0.235,-0.082,-0.055,0.040,-0.086,2.919,-0.059,1.431,-0.021,0.042,0.020,0.029,0.178,0.110,0.060,0.000,0.000,-0.159,0.366,0.273,-0.156,0.083,0.594,-0.020,-0.053,0.000,0.000,-0.313,-0.526,0.397,0.102,-0.087,0.000
6.750,-0.072,-0.050,-0.082,-0.024,0.039,-0.164,2.918,0.011,1.431,-0.002,0.043,0.018,0.030,0.015,0.111,0.036,0.000,0.000,-0.156,0.023,0.272,0.008,0.088,0.021,-0.020,-0.036,0.000,0.000,-0.317,-0.042,0.397,0.005,-0.087,0.000
6.758,-0.072,-0.009,-0.082,0.001,0.038,-0.003,2.919,0.000,1.431,-0.003,0.043,-0.001,0.030,-0.005,0.111,0.006,0.000,0.000,-0.156,-0.006,0.272,-0.001,0.088,0.000,-0.021,0.001,0.000,0.000,-0.317,-0.002,0.398,0.000,-0.087,0.000
6.767,-0.072,-0.068,-0.082,-0.112,0.038,-0.188,2.919,-0.034,1.431,-0.010,0.043,0.032,0.030,0.204,0.111,0.146,0.000,0.000,-0.156,-0.109,0.272,-0.040,0.088,0.140,-0.021,-0.138,0.000,0.000,-0.317,-0.069,0.398,0.159,-0.087,0.000
6.775,-0.073,0.004,-0.083,0.000,0.036,-0.001,2.918,0.004,1.431,-0.002,0.043,-0.001,0.032,0.002,0.112,-0.002,0.000,0.000,-0.157,0.000,0.272,0.000,0.089,0.002,-0.022,-0.001,0.000,0.000,-0.318,0.001,0.399,0.000,-0.087,0.000
6.783,-0.073,-0.001,-0.083,0.000,0.036,-0.001,2.918,0.001,1.431,0.003,0.043,-0.003,0.032,0.000,0.112,-0.001,0.000,0.000,-0.157,0.000,0.272,0.000,0.089,-0.001,-0.022,-0.001,0.000,0.000,-0.318,-0.001,0.399,0.000,-0.087,0.000
6.792,-0.073,0.049,-0.083,-0.043,0.036,-0.157,2.918,0.005,1.431,0.003,0.043,0.008,0.032,-0.018,0.112,0.050,0.000,0.000,-0.157,-0.112,0.272,-0.067,0.089,-0.056,-0.022,-0.040,0.000,0.000,-0.318,-0.120,0.399,0.011,-0.087,0.000
6.800,-0.072,-0.011,-0.083,-0.003,0.035,-0.005,2.918,0.012,1.431,-0.002,0.043,0.001,0.032,-0.001,0.112,-0.006,0.000,0.000,-0.158,0.001,0.271,0.000,0.089,-0.001,-0.022,-0.005,0.000,0.000,-0.319,0.000,0.399,0.001,-0.087,0.000
6.808,-0.072,-0.127,-0.083,0.019,0.035,-0.277,2.918,-0.002,1.431,-0.007,0.043,0.018,0.032,0.079,0.112,-0.026,0.000,0.000,-0.158,0.124,0.271,0.002,0.089,0.054,-0.022,0.014,0.000,0.000,-0.319,0.062,0.399,0.029,-0.087,0.000
6.817,-0.073,-0.069,-0.083,0.022,0.033,-0.152,2.918,-0.004,1.431,-0.007,0.043,0.009,0.032,0.063,0.112,-0.015,0.000,0.000,-0.157,0.009,0.271,-0.069,0.089,0.009,-0.022,0.026,0.000,0.000,-0.318,0.040,0.399,0.043,-0.087,0.000
6.825,-0.074,-0.006,-0.083,-0.017,0.032,-0.168,2.918,-0.036,1.431,0.000,0.043,-0.002,0.033,0.051,0.112,-0.007,0.000,0.000,-0.157,0.056,0.271,-0.010,0.089,0.038,-0.022,0.012,0.000,0.000,-0.318,-0.026,0.399,0.005,-0.087,0.000
6.833,-0.074,0.004,-0.083,-0.010,0.030,-0.017,2.918,-0.010,1.431,0.000,0.043,-0.009,0.033,-0.005,0.112,-0.002,0.000,0.000,-0.156,0.000,0.271,0.000,0.090,0.026,-0.022,0.001,0.000,0.000,-0.318,0.013,0.400,0.003,-0.087,0.000
6.842,-0.074,-0.168,-0.083,-0.031,0.030,-0.173,2.918,-0.010,1.431,-0.008,0.043,0.013,0.033,0.170,0.112,0.033,0.000,0.000,-0.156,0.044,0.271,-0.010,0.090,0.122,-0.022,-0.032,0.000,0.000,-0.318,0.118,0.400,0.073,-0.087,0.000
6.850,-0.075,-0.044,-0.084,-0.018,0.029,-0.116,2.918,-0.006,1.431,0.000,0.043,0.004,0.035,0.063,0.112,0.021,0.000,0.000,-0.156,-0.041,0.271,-0.033,0.091,0.033,-0.022,-0.017,0.000,0.000,-0.317,0.001,0.400,0.022,-0.087,0.000
6.858,-0.076,0.002,-0.084,-0.015,0.028,-0.025,2.918,-0.009,1.431,0.002,0.043,-0.002,0.035,0.035,0.112,-0.005,0.000,0.000,-0.156,0.011,0.270,-0.003,0.091,0.013,-0.022,0.003,0.000,0.000,-0.317,0.002,0.400,0.005,-0.087,0.000
6.867,-0.076,-0.163,-0.084,-0.035,0.028,-0.129,2.918,-0.036,1.431,-0.008,0.043,0.011,0.035,0.253,0.112,0.039,0.000,0.000,-0.156,-0.022,0.270,-0.045,0.091,0.213,-0.022,-0.034,0.000,0.000,-0.317,-0.008,0.400,0.051,-0.087,0.000
6.875,-0.077,-0.007,-0.084,-0.004,0.027,-0.001,2.918,-0.011,1.431,0.001,0.043,-0.004,0.037,-0.003,0.113,0.001,0.000,0.000,-0.156,-0.003,0.270,-0.001,0.093,-0.001,-0.022,0.000,0.000,0.000,-0.317,-0.002,0.401,0.000,-0.087,0.000
6.883,-0.077,-0.041,-0.084,-0.071,0.027,-0.211,2.917,-0.021,1.431,-0.001,0.043,0.011,0.037,0.092,0.113,0.084,0.000,0.000,-0.156,-0.079,0.270,-0.064,0.093,0.043,-0.022,-0.077,0.000,0.000,-0.317,-0.066,0.401,-0.027,-0.087,0.000
6.892,-0.077,-0.182,-0.085,-0.054,0.025,-0.135,2.917,-0.051,1.431,-0.008,0.043,0.010,0.038,0.466,0.113,0.061,0.000,0.000,-0.157,-0.382,0.270,-0.204,0.093,0.238,-0.023,-0.049,0.000,0.000,-0.318,0.043,0.401,0.020,-0.087,0.000
6.900,-0.079,-0.002,-0.085,-0.012,0.024,-0.013,2.917,0.001,1.431,0.000,0.044,-0.014,0.042,0.008,0.114,-0.013,0.000,0.000,-0.160,-0.005,0.268,0.005,0.095,0.000,-0.023,0.000,0.000,0.000,-0.317,-0.007,0.401,0.000,-0.087,0.000
6.908,-0.079,-0.232,-0.085,-0.016,0.024,-0.297,2.917,-0.087,1.431,-0.004,0.043,0.011,0.042,0.755,0.114,0.012,0.000,0.000,-0.160,-0.834,0.268,0.072,0.095,0.373,-0.023,-0.009,0.000,0.000,-0.317,-0.155,0.401,-0.121,-0.087,0.000
6.917,-0.081,0.013,-0.085,-0.005,0.021,-0.007,2.916,-0.015,1.431,0.003,0.044,-0.007,0.048,0.025,0.114,-0.013,0.000,0.000,-0.167,0.015,0.269,0.005,0.098,-0.009,-0.023,-0.008,0.000,0.000,-0.319,-0.007,0.400,-0.001,-0.087,0.000
6.925,-0.081,-0.101,-0.085,0.008,0.021,-0.136,2.916,-0.039,1.431,-0.007,0.043,-0.002,0.048,0.140,0.114,-0.022,0.000,0.000,-0.166,0.055,0.269,0.057,0.098,0.121,-0.023,0.021,0.000,0.000,-0.319,0.008,0.400,-0.004,-0.087,0.000
6.933,-0.081,0.015,-0.085,-0.010,0.020,0.000,2.916,-0.018,1.431,-0.002,0.043,-0.011,0.049,0.006,0.114,-0.002,0.000,0.000,-0.166,-0.002,0.269,0.001,0.099,0.021,-0.023,0.007,0.000,0.000,-0.319,0.013,0.400,0.003,-0.087,0.000
6.942,-0.081,-0.121,-0.085,0.005,0.020,0.016,2.916,-0.032,1.431,-0.009,0.043,-0.010,0.049,0.201,0.114,-0.024,0.000,0.000,-0.166,-0.019,0.269,0.020,0.099,0.159,-0.023,0.024,0.000,0.000,-0.319,0.080,0.400,0.084,-0.087,0.000
6.950,-0.082,-0.002,-0.085,0.000,0.020,-0.002,2.915,-0.003,1.431,-0.002,0.043,-0.002,0.051,-0.001,0.113,0.000,0.000,0.000,-0.166,-0.001,0.269,0.000,0.101,-0.001,-0.023,-0.001,0.000,0.000,-0.318,-0.002,0.400,0.000,-0.087,0.000
6.958,-0.082,-0.014,-0.085,0.008,0.020,-0.231,2.915,-0.041,1.431,0.001,0.043,-0.002,0.051,0.072,0.113,-0.022,0.000,0.000,-0.166,-0.040,0.269,-0.004,0.101,0.034,-0.023,0.025,0.000,0.000,-0.318,-0.078,0.400,-0.018,-0.087,0.000
6.967,-0.082,0.003,-0.085,-0.008,0.019,-0.012,2.915,-0.025,1.431,0.005,0.043,-0.009,0.052,-0.008,0.113,-0.001,0.000,0.000,-0.167,-0.012,0.269,-0.003,0.101,0.019,-0.023,0.006,0.000,0.000,-0.319,0.009,0.400,-0.001,-0.087,0.000
6.975,-0.082,-0.210,-0.085,-0.006,0.018,-0.244,2.915,-0.070,1.431,-0.003,0.043,0.009,0.051,0.550,0.113,-0.017,0.000,0.000,-0.167,-0.433,0.269,-0.283,0.101,0.254,-0.023,0.008,0.000,0.000,-0.319,0.047,0.400,-0.095,-0.087,0.000
6.983,-0.084,0.003,-0.085,-0.004,0.016,-0.017,2.914,-0.011,1.431,-0.001,0.043,-0.005,0.056,-0.013,0.113,0.002,0.000,0.000,-0.170,-0.002,0.267,0.003,0.103,0.019,-0.023,-0.005,0.000,0.000,-0.318,0.007,0.399,0.001,-0.087,0.000
6.992,-0.084,-0.048,-0.086,-0.021,0.016,-0.143,2.914,-0.020,1.431,-0.001,0.043,0.011,0.056,0.019,0.113,0.038,0.000,0.000,-0.170,0.105,0.267,0.024,0.103,0.037,-0.023,-0.039,0.000,0.000,-0.318,0.030,0.399,0.007,-0.087,0.000
7.000,-0.084,-0.004,-0.086,0.000,0.015,-0.001,2.914,-0.014,1.431,0.000,0.043,-0.003,0.056,-0.002,0.113,0.001,0.000,0.000,-0.169,0.001,0.267,0.000,0.104,-0.001,-0.023,0.000,0.000,0.000,-0.318,0.000,0.400,0.000,-0.087,0.000
